[main] DEBUG org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.CategoryDto#14]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.CategoryDto#14]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.StoreDto#15]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.StoreDto#15]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.ProductDto#13]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.ProductDto#13]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.CategoryDto#17]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.CategoryDto#17]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.StoreDto#18]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.StoreDto#18]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.ProductDto#16]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.ProductDto#16]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.CategoryDto#20]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.CategoryDto#20]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.StoreDto#21]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.StoreDto#21]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.ProductDto#19]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.ProductDto#19]
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - committing
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Processing flush-time cascades
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Dirty checking collections
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Flushed: 0 insertions, 0 updates, 0 deletions to 15 objects
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - Listing entities:
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.CategoryDto{name=Daily, id=20}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.ProductDto{productId=16, numberOfItems=4, name=Toothpaste, storeName=com.de.groceryplanner.dto.StoreDto#18, barCode=123458, productCategory=com.de.groceryplanner.dto.CategoryDto#17}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.CategoryDto{name=Daily, id=11}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.CategoryDto{name=Daily, id=17}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.ProductDto{productId=19, numberOfItems=4, name=Toothpaste, storeName=com.de.groceryplanner.dto.StoreDto#21, barCode=123459, productCategory=com.de.groceryplanner.dto.CategoryDto#20}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.CategoryDto{name=Daily, id=14}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.ProductDto{productId=7, numberOfItems=4, name=Toothpaste, storeName=com.de.groceryplanner.dto.StoreDto#9, barCode=123455, productCategory=com.de.groceryplanner.dto.CategoryDto#8}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.ProductDto{productId=10, numberOfItems=4, name=Toothpaste, storeName=com.de.groceryplanner.dto.StoreDto#12, barCode=123456, productCategory=com.de.groceryplanner.dto.CategoryDto#11}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.StoreDto{storetype=ONLINE, name=EDEKA, id=15, storeLink=https://www}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.CategoryDto{name=Daily, id=8}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.StoreDto{storetype=ONLINE, name=EDEKA, id=9, storeLink=https://www}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.StoreDto{storetype=ONLINE, name=EDEKA, id=12, storeLink=https://www}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.ProductDto{productId=13, numberOfItems=4, name=Toothpaste, storeName=com.de.groceryplanner.dto.StoreDto#15, barCode=123457, productCategory=com.de.groceryplanner.dto.CategoryDto#14}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.StoreDto{storetype=ONLINE, name=EDEKA, id=21, storeLink=https://www}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.StoreDto{storetype=ONLINE, name=EDEKA, id=18, storeLink=https://www}
[main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl  - Initiating JDBC connection release from afterTransaction
[main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl  - Initiating JDBC connection release from afterTransaction
[pool-1-thread-1] DEBUG org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl  - Connection pool now considered primed; min-size will be maintained
[main] DEBUG org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl  - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[main] INFO  org.hibernate.Version  - HHH000412: Hibernate Core {5.3.6.Final}
[main] INFO  org.hibernate.cfg.Environment  - HHH000206: hibernate.properties not found
[main] DEBUG org.hibernate.boot.jaxb.internal.stax.LocalXmlResourceResolver  - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD 3.0//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[main] DEBUG org.hibernate.boot.jaxb.internal.stax.LocalXmlResourceResolver  - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[main] DEBUG org.hibernate.boot.cfgxml.internal.JaxbCfgProcessor  - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[main] DEBUG org.hibernate.service.spi.ServiceBinding  - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[main] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator  - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[main] DEBUG org.hibernate.cache.internal.RegionFactoryInitiator  - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[main] INFO  org.hibernate.annotations.common.Version  - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration boolean -> org.hibernate.type.BooleanType@45c7e403
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration boolean -> org.hibernate.type.BooleanType@45c7e403
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@45c7e403
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@1ff4931d
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration true_false -> org.hibernate.type.TrueFalseType@6ad82709
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration yes_no -> org.hibernate.type.YesNoType@8297b3a
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration byte -> org.hibernate.type.ByteType@3bd82cf5
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration byte -> org.hibernate.type.ByteType@3bd82cf5
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@3bd82cf5
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration character -> org.hibernate.type.CharacterType@5e5d171f
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration char -> org.hibernate.type.CharacterType@5e5d171f
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5e5d171f
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration short -> org.hibernate.type.ShortType@6c40365c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration short -> org.hibernate.type.ShortType@6c40365c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@6c40365c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration integer -> org.hibernate.type.IntegerType@2df3b89c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration int -> org.hibernate.type.IntegerType@2df3b89c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@2df3b89c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration long -> org.hibernate.type.LongType@20d525
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration long -> org.hibernate.type.LongType@20d525
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Long -> org.hibernate.type.LongType@20d525
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration float -> org.hibernate.type.FloatType@ae13544
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration float -> org.hibernate.type.FloatType@ae13544
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@ae13544
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration double -> org.hibernate.type.DoubleType@587e5365
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration double -> org.hibernate.type.DoubleType@587e5365
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@587e5365
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@c0c2f8d
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@c0c2f8d
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@609cd4d8
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@609cd4d8
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration string -> org.hibernate.type.StringType@3c3d9b6b
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.String -> org.hibernate.type.StringType@3c3d9b6b
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@1e66f1f5
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@58a9760d
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration url -> org.hibernate.type.UrlType@65d09a04
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.net.URL -> org.hibernate.type.UrlType@65d09a04
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration Duration -> org.hibernate.type.DurationType@6a2f6f80
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6a2f6f80
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration Instant -> org.hibernate.type.InstantType@ed7f8b4
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@ed7f8b4
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@4e3958e7
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@4e3958e7
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@6f45df59
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@6f45df59
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@2d2ffcb7
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@2d2ffcb7
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@117e949d
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@117e949d
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@3c0be339
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@3c0be339
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@610f7aa
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@610f7aa
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration date -> org.hibernate.type.DateType@68567e20
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.sql.Date -> org.hibernate.type.DateType@68567e20
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration time -> org.hibernate.type.TimeType@7c1e2a9e
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@7c1e2a9e
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration timestamp -> org.hibernate.type.TimestampType@2b4bac49
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@2b4bac49
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@2b4bac49
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@3e96bacf
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration calendar -> org.hibernate.type.CalendarType@740773a3
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@740773a3
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@740773a3
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@60015ef5
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration locale -> org.hibernate.type.LocaleType@568ff82
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@568ff82
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration currency -> org.hibernate.type.CurrencyType@1d8bd0de
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@1d8bd0de
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration timezone -> org.hibernate.type.TimeZoneType@574b560f
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@574b560f
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration class -> org.hibernate.type.ClassType@157853da
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@157853da
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@dd0c991
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@dd0c991
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@36d585c
[main] DEBUG org.hibernate.type.BasicTypeRegistry  - Adding type registration binary -> org.hibernate.type.BinaryType@609db43b
